dam,dir,encounter,m,y
19,s,sharks,5,1403
100,s,unknown,5,1403
100,s,unknown,5,1403
79,s,water elemental,5,1403
47,s,pirates,5,1403
21,n,pirates,5,1403
47,n,merpeople,5,1403
56,n,kraken,5,1403
14,n,harpy,5,1403
74,n,water elemental,5,1403
23,s,pirates,5,1403
21,n,pirates,5,1403
1,s,crabmonsters,5,1403
17,s,harpy,5,1403
23,s,sharks,5,1403
60,n,kraken,5,1403
96,s,nessie,5,1403
18,n,harpy,5,1403
38,n,sharks,5,1403
77,n,water elemental,5,1403
100,s,unknown,5,1403
59,s,merpeople,5,1403
40,n,pirates,5,1403
17,s,pirates,5,1403
9,s,pirates,5,1403
22,s,pirates,5,1403
38,n,merpeople,6,1403
17,s,pirates,6,1403
39,n,crabmonsters,6,1403
14,s,sharks,6,1403
47,n,pirates,6,1403
33,n,sharks,6,1403
100,s,unknown,6,1403
10,s,pirates,6,1403
89,n,nessie,6,1403
23,n,sharks,6,1403
16,n,sharks,6,1403
69,s,crabmonsters,6,1403
16,n,sharks,6,1403
16,s,pirates,6,1403
24,s,merpeople,6,1403
12,n,harpy,6,1403
85,s,water elemental,6,1403
85,n,water elemental,6,1403
31,s,pirates,6,1403
38,n,pirates,6,1403
18,s,pirates,6,1403
38,s,merpeople,6,1403
16,s,pirates,6,1403
17,n,pirates,6,1403
87,s,nessie,6,1403
100,n,unknown,6,1403
14,s,pirates,6,1403
21,n,sharks,6,1403
9,n,harpy,6,1403
100,s,unknown,6,1403
12,s,harpy,6,1403
100,n,unknown,6,1403
100,n,unknown,6,1403
79,s,water elemental,6,1403
100,n,unknown,6,1403
18,s,pirates,6,1403
21,s,sharks,6,1403
100,n,unknown,6,1403
10,s,pirates,6,1403
36,n,merpeople,6,1403
56,s,merpeople,6,1403
100,n,unknown,6,1403
82,s,water elemental,6,1403
100,s,unknown,6,1403
28,s,sharks,6,1403
31,s,sharks,6,1403
55,s,kraken,6,1403
2,s,crabmonsters,6,1403
80,s,water elemental,6,1403
95,n,nessie,6,1403
16,n,pirates,6,1403
74,n,water elemental,6,1403
88,n,nessie,6,1403
24,n,pirates,6,1403
99,s,demon whale,6,1403
100,n,unknown,6,1403
65,s,kraken,6,1403
100,s,unknown,6,1403
19,s,sharks,6,1403
48,s,kraken,6,1403
53,n,kraken,6,1403
81,n,water elemental,6,1403
100,n,unknown,6,1403
33,s,sharks,6,1403
52,s,merpeople,6,1403
17,n,pirates,6,1403
10,n,harpy,6,1403
15,s,pirates,6,1403
22,n,sharks,6,1403
85,s,water elemental,6,1403
48,s,merpeople,6,1403
62,s,kraken,6,1403
40,s,pirates,6,1403
27,n,sharks,6,1403
100,n,unknown,6,1403
88,n,nessie,6,1403
23,n,pirates,6,1403
100,n,unknown,6,1403
83,s,water elemental,6,1403
100,n,unknown,6,1403
53,n,merpeople,6,1403
76,s,water elemental,6,1403
55,s,kraken,6,1403
89,s,nessie,6,1403
100,s,unknown,6,1403
56,s,merpeople,6,1403
20,s,sharks,6,1403
11,s,harpy,6,1403
8,s,pirates,6,1403
100,s,unknown,6,1403
94,n,demon whale,6,1403
41,n,kraken,6,1403
80,n,water elemental,6,1403
100,n,unknown,6,1403
48,s,kraken,6,1403
9,s,harpy,6,1403
27,n,sharks,6,1403
14,n,pirates,6,1403
59,s,kraken,6,1403
16,s,harpy,6,1403
80,s,water elemental,6,1403
17,s,pirates,6,1403
25,s,sharks,6,1403
16,s,pirates,6,1403
15,n,sharks,6,1403
76,s,nessie,6,1403
49,s,kraken,6,1403
100,s,unknown,6,1403
16,s,pirates,6,1403
72,s,merpeople,6,1403
33,s,pirates,6,1403
48,n,merpeople,6,1403
20,n,harpy,6,1403
9,s,harpy,6,1403
95,n,demon whale,6,1403
18,s,pirates,6,1403
20,s,pirates,6,1403
16,n,sharks,6,1403
16,n,pirates,6,1403
35,s,sharks,6,1403
52,n,kraken,6,1403
67,s,kraken,6,1403
28,s,merpeople,6,1403
95,s,demon whale,6,1403
24,s,crabmonsters,6,1403
75,s,merpeople,6,1403
74,n,nessie,6,1403
100,n,unknown,6,1403
29,s,sharks,6,1403
84,s,nessie,6,1403
67,s,kraken,6,1403
81,n,water elemental,6,1403
21,s,pirates,6,1403
15,s,sharks,6,1403
100,s,unknown,6,1403
15,s,sharks,6,1403
22,s,pirates,6,1403
65,s,kraken,6,1403
100,n,unknown,6,1403
78,s,water elemental,6,1403
45,s,pirates,6,1403
100,n,unknown,6,1403
23,s,sharks,6,1403
100,n,unknown,6,1403
16,n,pirates,6,1403
43,n,kraken,6,1403
100,n,unknown,6,1403
18,s,pirates,6,1403
18,n,pirates,6,1403
36,n,pirates,6,1403
75,n,water elemental,6,1403
75,n,water elemental,6,1403
86,s,nessie,6,1403
10,n,pirates,6,1403
46,n,kraken,6,1403
89,n,crabmonsters,6,1403
27,n,pirates,6,1403
100,n,unknown,6,1403
38,n,pirates,6,1403
74,n,water elemental,6,1403
19,s,sharks,6,1403
27,s,pirates,6,1403
12,s,sharks,6,1403
64,s,kraken,6,1403
16,s,sharks,6,1403
100,n,unknown,6,1403
80,s,nessie,6,1403
18,s,pirates,6,1403
6,s,crabmonsters,6,1403
47,n,pirates,6,1403
100,n,unknown,6,1403
16,s,harpy,6,1403
80,s,water elemental,6,1403
56,n,merpeople,6,1403
80,s,water elemental,6,1403
12,s,pirates,6,1403
33,n,pirates,6,1403
11,n,sharks,6,1403
100,s,unknown,6,1403
74,s,water elemental,6,1403
6,n,harpy,6,1403
8,n,pirates,6,1403
37,n,pirates,6,1403
83,n,nessie,7,1403
80,n,water elemental,7,1403
74,n,water elemental,7,1403
15,s,sharks,7,1403
82,n,nessie,7,1403
11,n,pirates,7,1403
83,s,nessie,7,1403
14,s,crabmonsters,7,1403
80,n,water elemental,7,1403
12,n,harpy,7,1403
51,s,kraken,7,1403
9,s,harpy,7,1403
22,n,pirates,7,1403
90,s,nessie,7,1403
4,n,crabmonsters,7,1403
78,s,water elemental,7,1403
53,s,merpeople,7,1403
29,s,pirates,7,1403
16,n,pirates,7,1403
21,n,merpeople,7,1403
30,s,sharks,7,1403
31,n,sharks,7,1403
50,s,kraken,7,1403
16,s,pirates,7,1403
81,n,water elemental,7,1403
22,n,pirates,7,1403
18,n,pirates,7,1403
85,s,water elemental,7,1403
59,n,kraken,7,1403
84,s,nessie,7,1403
21,n,pirates,7,1403
20,s,sharks,7,1403
82,n,water elemental,7,1403
82,n,water elemental,7,1403
90,s,demon whale,7,1403
48,s,merpeople,7,1403
60,s,merpeople,7,1403
45,s,merpeople,7,1403
33,n,sharks,7,1403
21,n,pirates,7,1403
17,s,harpy,7,1403
100,s,unknown,7,1403
77,s,water elemental,7,1403
48,s,kraken,7,1403
47,s,kraken,7,1403
100,s,unknown,7,1403
39,n,merpeople,7,1403
45,n,kraken,7,1403
27,n,pirates,7,1403
19,n,sharks,7,1403
34,n,merpeople,7,1403
29,n,merpeople,7,1403
100,n,unknown,7,1403
42,s,kraken,7,1403
100,s,unknown,7,1403
85,s,water elemental,7,1403
43,s,crabmonsters,7,1403
21,n,pirates,7,1403
82,n,water elemental,7,1403
78,n,water elemental,7,1403
17,n,pirates,7,1403
55,s,kraken,7,1403
14,n,pirates,7,1403
30,s,pirates,7,1403
16,n,pirates,7,1403
100,s,unknown,7,1403
11,n,harpy,7,1403
59,s,kraken,7,1403
47,n,merpeople,7,1403
100,s,unknown,7,1403
13,s,sharks,7,1403
15,n,pirates,7,1403
10,s,pirates,7,1403
17,s,pirates,7,1403
10,s,sharks,7,1403
30,s,sharks,7,1403
50,s,merpeople,7,1403
36,s,sharks,7,1403
54,n,merpeople,7,1403
23,s,pirates,7,1403
86,n,demon whale,7,1403
16,n,sharks,7,1403
61,n,merpeople,7,1403
19,n,sharks,7,1403
32,n,sharks,7,1403
100,n,unknown,7,1403
22,n,pirates,7,1403
22,s,pirates,7,1403
90,s,nessie,7,1403
25,s,sharks,7,1403
31,n,sharks,7,1403
100,n,unknown,7,1403
17,n,sharks,7,1403
96,n,nessie,7,1403
14,s,harpy,7,1403
100,n,unknown,7,1403
25,n,sharks,7,1403
54,s,kraken,7,1403
62,s,merpeople,7,1403
39,s,sharks,7,1403
25,s,sharks,7,1403
100,s,unknown,7,1403
56,n,kraken,7,1403
18,n,sharks,7,1403
25,s,pirates,7,1403
32,s,sharks,7,1403
30,n,sharks,7,1403
53,s,kraken,7,1403
59,n,merpeople,7,1403
17,s,sharks,7,1403
100,s,unknown,7,1403
49,s,merpeople,7,1403
38,n,kraken,7,1403
100,s,unknown,7,1403
6,n,harpy,7,1403
100,s,unknown,7,1403
8,n,sharks,7,1403
74,n,water elemental,7,1403
26,n,pirates,7,1403
33,n,merpeople,7,1403
81,s,water elemental,7,1403
14,n,harpy,7,1403
69,n,merpeople,7,1403
18,n,sharks,7,1403
45,s,merpeople,7,1403
21,n,sharks,7,1403
100,n,unknown,7,1403
31,s,sharks,7,1403
39,s,pirates,7,1403
100,n,unknown,7,1403
100,s,unknown,7,1403
89,s,nessie,7,1403
38,s,merpeople,7,1403
50,n,merpeople,7,1403
96,s,nessie,7,1403
25,s,pirates,7,1403
12,s,merpeople,7,1403
85,n,nessie,7,1403
92,n,crabmonsters,7,1403
15,s,sharks,7,1403
59,s,merpeople,7,1403
11,s,sharks,7,1403
55,s,kraken,7,1403
100,n,unknown,7,1403
36,n,sharks,7,1403
54,s,kraken,7,1403
51,n,pirates,7,1403
58,n,kraken,7,1403
66,s,crabmonsters,7,1403
100,n,unknown,7,1403
14,s,harpy,7,1403
100,s,unknown,7,1403
21,n,pirates,7,1403
59,s,kraken,7,1403
49,n,kraken,7,1403
100,s,unknown,7,1403
54,s,merpeople,7,1403
53,n,kraken,7,1403
38,n,merpeople,7,1403
100,s,unknown,7,1403
82,n,nessie,7,1403
15,n,pirates,7,1403
51,n,merpeople,7,1403
24,n,sharks,7,1403
37,s,sharks,7,1403
17,n,harpy,7,1403
79,s,water elemental,7,1403
28,n,sharks,7,1403
75,n,water elemental,7,1403
100,n,unknown,7,1403
21,n,pirates,7,1403
68,n,kraken,7,1403
61,s,kraken,7,1403
49,n,merpeople,8,1403
13,n,sharks,8,1403
33,s,sharks,8,1403
27,s,pirates,8,1403
36,n,merpeople,8,1403
100,s,unknown,8,1403
25,n,merpeople,8,1403
100,s,unknown,8,1403
18,n,pirates,8,1403
51,n,merpeople,8,1403
92,s,nessie,8,1403
100,n,unknown,8,1403
25,n,sharks,8,1403
61,s,kraken,8,1403
35,s,merpeople,8,1403
23,s,sharks,8,1403
27,n,sharks,8,1403
50,s,crabmonsters,8,1403
75,n,water elemental,8,1403
55,s,kraken,8,1403
34,s,sharks,8,1403
90,n,crabmonsters,8,1403
80,s,nessie,8,1403
20,n,pirates,8,1403
13,s,pirates,8,1403
100,n,unknown,8,1403
19,n,sharks,8,1403
91,n,nessie,8,1403
11,s,pirates,8,1403
15,s,pirates,8,1403
59,n,kraken,8,1403
22,s,pirates,8,1403
80,s,water elemental,8,1403
16,n,pirates,8,1403
91,n,nessie,8,1403
60,s,kraken,8,1403
53,s,kraken,8,1403
19,n,harpy,8,1403
20,n,sharks,8,1403
81,n,water elemental,8,1403
61,s,merpeople,8,1403
45,n,pirates,8,1403
44,n,merpeople,8,1403
83,n,water elemental,8,1403
19,n,pirates,8,1403
9,n,harpy,8,1403
20,s,pirates,8,1403
57,s,kraken,8,1403
30,s,sharks,8,1403
100,n,unknown,8,1403
38,n,pirates,8,1403
84,n,water elemental,8,1403
80,s,water elemental,8,1403
88,n,nessie,8,1403
78,n,water elemental,8,1403
20,n,pirates,8,1403
23,s,pirates,8,1403
20,s,sharks,8,1403
75,s,crabmonsters,8,1403
35,n,sharks,8,1403
40,s,crabmonsters,8,1403
100,n,unknown,8,1403
23,n,sharks,8,1403
75,n,water elemental,8,1403
49,n,pirates,8,1403
32,s,crabmonsters,8,1403
6,n,harpy,8,1403
16,n,sharks,8,1403
43,n,kraken,8,1403
21,n,harpy,8,1403
17,s,pirates,8,1403
31,n,merpeople,8,1403
29,s,sharks,8,1403
66,s,kraken,8,1403
27,n,sharks,8,1403
100,n,unknown,8,1403
79,s,water elemental,8,1403
11,s,harpy,8,1403
100,n,unknown,8,1403
18,s,harpy,8,1403
52,s,kraken,8,1403
53,s,crabmonsters,8,1403
16,n,pirates,8,1403
75,n,water elemental,8,1403
100,n,unknown,8,1403
25,n,pirates,8,1403
17,s,sharks,8,1403
14,s,pirates,8,1403
85,n,nessie,8,1403
100,n,unknown,8,1403
65,s,kraken,8,1403
15,s,harpy,8,1403
62,s,merpeople,8,1403
82,s,nessie,8,1403
45,n,crabmonsters,8,1403
39,s,merpeople,8,1403
63,n,kraken,8,1403
25,s,crabmonsters,8,1403
29,s,sharks,8,1403
16,s,pirates,8,1403
77,n,water elemental,8,1403
43,s,kraken,8,1403
45,s,kraken,8,1403
68,n,merpeople,8,1403
85,s,nessie,8,1403
15,n,pirates,8,1403
24,s,sharks,8,1403
80,s,water elemental,8,1403
8,n,sharks,8,1403
37,s,sharks,8,1403
16,n,pirates,8,1403
18,n,sharks,8,1403
13,n,harpy,8,1403
18,s,sharks,8,1403
100,s,unknown,8,1403
7,n,harpy,8,1403
80,n,water elemental,8,1403
100,n,unknown,8,1403
20,n,pirates,8,1403
100,s,unknown,8,1403
33,s,sharks,8,1403
78,n,water elemental,8,1403
15,n,pirates,8,1403
26,s,sharks,8,1403
17,n,pirates,8,1403
26,s,sharks,8,1403
100,s,unknown,8,1403
28,s,sharks,8,1403
48,s,sharks,8,1403
76,s,water elemental,8,1403
58,n,kraken,8,1403
77,s,water elemental,8,1403
97,n,nessie,8,1403
89,n,demon whale,8,1403
15,s,pirates,8,1403
8,s,harpy,8,1403
10,n,harpy,8,1403
50,n,crabmonsters,8,1403
22,n,sharks,8,1403
19,n,pirates,8,1403
100,n,unknown,8,1403
100,s,unknown,8,1403
49,n,merpeople,8,1403
45,n,merpeople,8,1403
100,s,unknown,8,1403
93,n,nessie,8,1403
11,s,pirates,8,1403
6,s,harpy,8,1403
14,s,pirates,8,1403
14,n,pirates,8,1403
21,s,pirates,8,1403
100,n,unknown,8,1403
33,n,sharks,8,1403
84,n,water elemental,8,1403
16,s,pirates,8,1403
49,s,pirates,8,1403
100,n,unknown,8,1403
56,s,kraken,8,1403
21,n,harpy,8,1403
12,n,harpy,8,1403
100,n,unknown,8,1403
24,n,sharks,8,1403
29,n,crabmonsters,8,1403
56,s,pirates,8,1403
40,n,pirates,8,1403
20,n,pirates,8,1403
62,n,kraken,8,1403
42,s,merpeople,8,1403
17,n,pirates,8,1403
84,s,demon whale,8,1403
20,s,merpeople,8,1403
66,n,kraken,8,1403
96,n,merpeople,8,1403
32,s,merpeople,8,1403
10,s,sharks,8,1403
81,n,water elemental,8,1403
51,n,crabmonsters,8,1403
42,s,merpeople,8,1403
49,s,kraken,8,1403
16,n,sharks,8,1403
21,n,sharks,8,1403
30,s,merpeople,8,1403
77,s,water elemental,8,1403
55,s,merpeople,8,1403
22,s,pirates,8,1403
58,s,kraken,9,1403
19,n,pirates,9,1403
5,n,harpy,9,1403
45,s,sharks,9,1403
13,n,pirates,9,1403
39,n,merpeople,9,1403
78,s,water elemental,9,1403
59,n,kraken,9,1403
30,n,sharks,9,1403
33,s,sharks,9,1403
52,s,merpeople,9,1403
23,n,merpeople,9,1403
11,n,pirates,9,1403
100,s,unknown,9,1403
18,s,pirates,9,1403
18,n,sharks,9,1403
17,s,harpy,9,1403
12,s,pirates,9,1403
80,s,water elemental,9,1403
31,n,sharks,9,1403
44,n,pirates,9,1403
78,s,water elemental,9,1403
9,n,harpy,9,1403
100,s,unknown,9,1403
22,n,sharks,9,1403
56,s,kraken,9,1403
25,s,pirates,9,1403
9,s,pirates,9,1403
100,n,unknown,9,1403
53,s,merpeople,9,1403
14,n,pirates,9,1403
28,s,sharks,9,1403
69,s,merpeople,9,1403
100,s,unknown,9,1403
12,n,pirates,9,1403
51,n,kraken,9,1403
11,n,pirates,9,1403
14,n,sharks,9,1403
64,n,merpeople,9,1403
38,s,sharks,9,1403
27,s,sharks,9,1403
44,n,kraken,9,1403
23,s,pirates,9,1403
12,n,sharks,9,1403
49,s,merpeople,9,1403
28,s,sharks,9,1403
29,n,merpeople,9,1403
30,n,sharks,9,1403
21,n,harpy,9,1403
100,s,unknown,9,1403
14,s,sharks,9,1403
75,s,nessie,9,1403
42,n,merpeople,9,1403
18,n,harpy,9,1403
82,s,nessie,9,1403
22,s,pirates,9,1403
83,n,nessie,9,1403
50,n,merpeople,9,1403
19,n,harpy,9,1403
17,s,pirates,9,1403
9,n,harpy,9,1403
24,n,pirates,9,1403
30,n,sharks,9,1403
29,n,sharks,9,1403
55,s,merpeople,9,1403
26,s,pirates,9,1403
58,n,kraken,9,1403
55,s,kraken,9,1403
16,s,sharks,9,1403
11,n,pirates,9,1403
83,n,demon whale,9,1403
45,s,merpeople,9,1403
100,n,unknown,9,1403
37,s,crabmonsters,9,1403
22,n,pirates,9,1403
24,n,pirates,9,1403
12,s,pirates,9,1403
75,s,water elemental,9,1403
18,n,pirates,9,1403
87,n,crabmonsters,9,1403
14,s,harpy,9,1403
100,n,unknown,9,1403
56,s,kraken,9,1403
41,n,merpeople,9,1403
53,n,kraken,9,1403
49,s,kraken,9,1403
51,n,merpeople,9,1403
38,s,sharks,9,1403
44,n,merpeople,9,1403
32,n,crabmonsters,9,1403
38,n,merpeople,9,1403
44,s,merpeople,9,1403
15,s,pirates,9,1403
13,n,sharks,9,1403
70,n,merpeople,9,1403
76,s,kraken,9,1403
64,s,merpeople,9,1403
82,n,nessie,9,1403
16,n,harpy,9,1403
92,s,demon whale,9,1403
38,n,merpeople,9,1403
100,s,unknown,9,1403
56,n,kraken,9,1403
21,s,pirates,9,1403
19,n,pirates,9,1403
57,n,kraken,9,1403
100,s,unknown,9,1403
61,n,merpeople,9,1403
17,n,sharks,9,1403
59,n,crabmonsters,9,1403
14,n,merpeople,9,1403
100,n,unknown,9,1403
62,s,kraken,9,1403
100,n,unknown,9,1403
81,s,water elemental,9,1403
51,n,merpeople,9,1403
100,s,unknown,9,1403
50,s,merpeople,9,1403
56,n,kraken,9,1403
33,s,crabmonsters,9,1403
100,n,unknown,9,1403
82,n,water elemental,9,1403
7,n,crabmonsters,9,1403
14,n,pirates,9,1403
77,s,nessie,9,1403
30,s,merpeople,9,1403
25,n,sharks,9,1403
18,n,merpeople,9,1403
50,n,kraken,9,1403
18,s,harpy,9,1403
19,n,sharks,9,1403
21,n,pirates,9,1403
35,n,sharks,9,1403
19,s,pirates,9,1403
9,n,harpy,9,1403
89,n,nessie,9,1403
16,n,pirates,9,1403
80,s,water elemental,9,1403
14,n,pirates,9,1403
70,n,merpeople,9,1403
90,n,nessie,9,1403
75,n,water elemental,9,1403
30,n,merpeople,9,1403
43,s,pirates,9,1403
25,n,sharks,9,1403
43,n,merpeople,9,1403
49,s,kraken,9,1403
17,n,pirates,9,1403
79,s,water elemental,9,1403
95,n,demon whale,9,1403
100,s,unknown,9,1403
74,s,nessie,9,1403
100,n,unknown,9,1403
90,n,demon whale,9,1403
60,s,kraken,9,1403
16,n,pirates,9,1403
100,n,unknown,9,1403
26,s,sharks,9,1403
100,n,unknown,9,1403
56,n,merpeople,9,1403
37,n,merpeople,9,1403
16,n,pirates,9,1403
38,s,pirates,9,1403
62,n,merpeople,9,1403
56,n,kraken,9,1403
75,n,merpeople,9,1403
13,s,sharks,9,1403
35,s,kraken,9,1403
23,s,sharks,9,1403
17,n,pirates,9,1403
61,s,kraken,9,1403
49,s,pirates,9,1403
41,n,merpeople,9,1403
88,n,nessie,9,1403
22,n,sharks,9,1403
10,n,pirates,9,1403
100,s,unknown,9,1403
100,s,unknown,9,1403
52,n,kraken,9,1403
47,s,merpeople,9,1403
43,s,crabmonsters,9,1403
42,s,pirates,9,1403
82,s,water elemental,9,1403
31,n,pirates,9,1403
94,n,demon whale,9,1403
100,n,unknown,9,1403
81,n,water elemental,10,1403
78,n,water elemental,10,1403
49,n,kraken,10,1403
25,n,crabmonsters,10,1403
48,n,kraken,10,1403
15,s,harpy,10,1403
11,s,harpy,10,1403
19,n,sharks,10,1403
100,s,unknown,10,1403
33,n,sharks,10,1403
52,n,kraken,10,1403
16,n,pirates,10,1403
34,n,sharks,10,1403
21,s,harpy,10,1403
54,n,merpeople,10,1403
96,n,demon whale,10,1403
4,s,crabmonsters,10,1403
20,n,pirates,10,1403
88,n,nessie,10,1403
19,n,harpy,10,1403
23,s,pirates,10,1403
70,s,merpeople,10,1403
100,s,unknown,10,1403
17,n,pirates,10,1403
17,n,pirates,10,1403
100,s,unknown,10,1403
66,s,merpeople,10,1403
23,s,pirates,10,1403
20,n,sharks,10,1403
17,n,sharks,10,1403
78,n,water elemental,10,1403
52,s,merpeople,10,1403
50,n,kraken,10,1403
29,n,sharks,10,1403
56,n,pirates,10,1403
100,n,unknown,10,1403
11,s,harpy,10,1403
82,n,water elemental,10,1403
45,s,merpeople,10,1403
16,s,pirates,10,1403
14,s,pirates,10,1403
57,n,merpeople,10,1403
34,n,sharks,10,1403
71,n,kraken,10,1403
100,n,unknown,10,1403
15,n,pirates,10,1403
29,n,sharks,10,1403
18,s,pirates,10,1403
77,n,nessie,10,1403
20,n,merpeople,10,1403
15,n,pirates,10,1403
50,n,crabmonsters,10,1403
55,s,kraken,10,1403
10,n,harpy,10,1403
42,n,merpeople,10,1403
21,n,pirates,10,1403
71,n,kraken,10,1403
21,s,crabmonsters,10,1403
13,n,pirates,10,1403
61,n,kraken,10,1403
56,n,kraken,10,1403
100,s,unknown,10,1403
40,n,crabmonsters,10,1403
61,s,merpeople,10,1403
35,s,pirates,10,1403
79,n,water elemental,10,1403
75,n,nessie,10,1403
13,n,sharks,10,1403
16,s,pirates,10,1403
76,s,water elemental,10,1403
23,n,crabmonsters,10,1403
91,n,nessie,10,1403
27,s,pirates,10,1403
100,n,unknown,10,1403
85,s,water elemental,10,1403
100,s,unknown,10,1403
30,s,pirates,10,1403
21,n,harpy,10,1403
33,s,merpeople,10,1403
74,n,merpeople,10,1403
28,n,sharks,10,1403
84,s,water elemental,10,1403
17,n,pirates,10,1403
17,n,merpeople,10,1403
100,s,unknown,10,1403
64,s,kraken,10,1403
24,n,sharks,10,1403
16,n,pirates,10,1403
48,s,kraken,10,1403
21,n,harpy,10,1403
78,s,water elemental,10,1403
100,n,unknown,10,1403
20,n,sharks,10,1403
78,n,water elemental,10,1403
100,s,unknown,10,1403
37,s,pirates,10,1403
48,s,kraken,10,1403
12,n,pirates,10,1403
40,s,sharks,10,1403
25,s,pirates,10,1403
29,s,sharks,10,1403
42,s,sharks,10,1403
17,n,sharks,10,1403
50,s,kraken,10,1403
75,n,water elemental,10,1403
76,n,water elemental,10,1403
96,n,demon whale,10,1403
15,n,harpy,10,1403
56,n,pirates,10,1403
8,n,harpy,10,1403
95,s,crabmonsters,10,1403
80,n,water elemental,10,1403
21,s,merpeople,10,1403
19,n,pirates,10,1403
80,s,nessie,10,1403
61,n,merpeople,10,1403
100,s,unknown,10,1403
20,n,sharks,10,1403
30,n,pirates,10,1403
33,s,crabmonsters,10,1403
83,s,demon whale,10,1403
22,n,sharks,10,1403
47,s,pirates,10,1403
42,s,merpeople,10,1403
18,n,pirates,10,1403
78,s,water elemental,10,1403
20,s,sharks,10,1403
22,n,sharks,10,1403
17,n,pirates,10,1403
95,n,nessie,10,1403
29,s,pirates,10,1403
100,n,unknown,10,1403
50,s,merpeople,10,1403
65,s,kraken,10,1403
81,n,water elemental,10,1403
92,s,nessie,10,1403
25,n,sharks,10,1403
100,s,unknown,10,1403
100,n,unknown,10,1403
12,n,sharks,10,1403
16,n,harpy,10,1403
16,n,pirates,10,1403
79,n,merpeople,10,1403
12,s,harpy,10,1403
7,n,harpy,10,1403
18,s,pirates,10,1403
23,s,sharks,10,1403
46,n,merpeople,10,1403
38,n,merpeople,10,1403
19,s,pirates,10,1403
26,s,merpeople,10,1403
38,s,kraken,10,1403
100,n,unknown,10,1403
22,s,sharks,10,1403
45,s,kraken,10,1403
13,n,pirates,10,1403
22,n,pirates,10,1403
6,n,harpy,10,1403
66,n,kraken,10,1403
20,n,sharks,10,1403
52,n,merpeople,10,1403
54,s,merpeople,10,1403
83,s,water elemental,10,1403
100,s,unknown,10,1403
26,n,crabmonsters,10,1403
23,s,sharks,10,1403
10,n,harpy,10,1403
100,n,unknown,10,1403
100,s,unknown,10,1403
74,n,water elemental,10,1403
99,n,merpeople,10,1403
2,s,crabmonsters,10,1403
100,n,unknown,10,1403
23,s,merpeople,10,1403
17,s,pirates,10,1403
17,n,harpy,10,1403
24,s,crabmonsters,10,1403
100,n,unknown,10,1403
9,s,harpy,10,1403
100,n,unknown,10,1403
15,s,pirates,10,1403
41,n,kraken,10,1403
13,s,sharks,10,1403
100,s,unknown,10,1403
15,s,pirates,11,1403
47,s,kraken,11,1403
13,s,harpy,11,1403
43,n,kraken,11,1403
100,s,unknown,11,1403
80,s,water elemental,11,1403
24,n,crabmonsters,11,1403
13,s,pirates,11,1403
100,n,unknown,11,1403
83,n,water elemental,11,1403
37,s,sharks,11,1403
42,n,kraken,11,1403
30,n,merpeople,11,1403
17,s,merpeople,11,1403
17,n,pirates,11,1403
100,n,unknown,11,1403
26,s,pirates,11,1403
21,s,pirates,11,1403
40,s,pirates,11,1403
49,s,merpeople,11,1403
100,s,unknown,11,1403
26,n,sharks,11,1403
100,n,unknown,11,1403
100,s,unknown,11,1403
19,n,pirates,11,1403
100,n,unknown,11,1403
28,s,sharks,11,1403
29,s,sharks,11,1403
9,n,merpeople,11,1403
47,n,merpeople,11,1403
54,n,kraken,11,1403
65,n,merpeople,11,1403
100,s,unknown,11,1403
100,n,unknown,11,1403
17,s,sharks,11,1403
100,s,unknown,11,1403
34,s,kraken,11,1403
42,n,pirates,11,1403
11,s,pirates,11,1403
14,s,pirates,11,1403
52,s,kraken,11,1403
24,n,sharks,11,1403
38,n,crabmonsters,11,1403
76,s,water elemental,11,1403
29,n,sharks,11,1403
13,n,harpy,11,1403
13,n,harpy,11,1403
13,n,harpy,11,1403
18,n,pirates,11,1403
56,s,kraken,11,1403
69,n,kraken,11,1403
55,s,merpeople,11,1403
23,s,pirates,11,1403
20,s,harpy,11,1403
20,n,pirates,11,1403
28,s,sharks,11,1403
19,n,pirates,11,1403
39,s,pirates,11,1403
29,s,pirates,11,1403
12,n,pirates,11,1403
74,n,water elemental,11,1403
33,n,sharks,11,1403
30,s,pirates,11,1403
77,n,water elemental,11,1403
21,n,pirates,11,1403
81,n,water elemental,11,1403
23,n,sharks,11,1403
82,s,water elemental,11,1403
26,n,merpeople,11,1403
17,n,pirates,11,1403
74,n,water elemental,11,1403
16,n,harpy,11,1403
15,n,pirates,11,1403
61,s,merpeople,11,1403
100,s,unknown,11,1403
58,n,merpeople,11,1403
33,n,pirates,11,1403
63,s,kraken,11,1403
58,n,merpeople,11,1403
56,s,kraken,11,1403
100,n,unknown,11,1403
79,s,water elemental,11,1403
35,s,pirates,11,1403
29,s,sharks,11,1403
46,n,sharks,11,1403
66,n,kraken,11,1403
100,n,unknown,11,1403
100,s,unknown,11,1403
22,s,pirates,11,1403
33,n,sharks,11,1403
22,s,sharks,11,1403
23,n,pirates,11,1403
50,s,pirates,11,1403
61,n,merpeople,11,1403
93,s,crabmonsters,11,1403
83,s,nessie,11,1403
100,s,unknown,11,1403
100,s,unknown,11,1403
15,n,pirates,11,1403
33,s,sharks,11,1403
15,n,sharks,11,1403
0,n,crabmonsters,11,1403
48,n,crabmonsters,11,1403
100,n,unknown,11,1403
19,s,harpy,11,1403
12,n,harpy,11,1403
23,n,crabmonsters,11,1403
56,s,kraken,11,1403
10,s,harpy,11,1403
